Latitude,Longitude,Nationality,Year,LogbookLanguage,VoyageIni
-19.25,96.5667,Dutch,1845,Dutch,1.85E+07
-25.9167,7.31667,Dutch,1845,Dutch,1.85E+07
-24.5,5.3,Dutch,1845,Dutch,1.85E+07
-23.8333,4.5,Dutch,1845,Dutch,1.85E+07
-22.2,2.68333,Dutch,1845,Dutch,1.85E+07
-20.0833,0.5,Dutch,1845,Dutch,1.85E+07
-18.3,-1.63333,Dutch,1845,Dutch,1.85E+07
43.2667,-12.15,Dutch,1846,Dutch,1.85E+07
41.0167,-13.35,Dutch,1846,Dutch,1.85E+07
38.6333,-14.1667,Dutch,1846,Dutch,1.85E+07
36.8667,-15.5333,Dutch,1846,Dutch,1.85E+07
34.5333,-17.1167,Dutch,1846,Dutch,1.85E+07
31.95,-18.8,Dutch,1846,Dutch,1.85E+07
18.05,-26.3,Dutch,1846,Dutch,1.85E+07
15.4667,-26.4167,Dutch,1846,Dutch,1.85E+07
13.0833,-25.5333,Dutch,1846,Dutch,1.85E+07
11.3333,-25.2,Dutch,1846,Dutch,1.85E+07
9.56667,-24.95,Dutch,1846,Dutch,1.85E+07
8.95,-24.9667,Dutch,1846,Dutch,1.85E+07
7.16667,-23.0667,Dutch,1846,Dutch,1.85E+07
6.28333,-21.4333,Dutch,1846,Dutch,1.85E+07
